Country,0.3,std,1.0,0.0
USA,22,22,22,22
AUT,2,2,5,2
BEL,15,15,17,14
BGR,26,26,26,26
CZE,23,23,23,23
DNK,7,7,10,7
FIN,18,18,20,17
FRA,20,20,19,20
DEU,5,5,6,4
GRC,19,19,18,19
HUN,17,17,15,18
IRL,3,3,4,3
ITA,6,6,3,6
LTU,10,10,7,10
LUX,16,16,14,16
NLD,9,9,11,9
NOR,1,1,2,1
POL,12,12,13,12
PRT,11,11,9,11
ROU,25,24,25,24
SVK,24,25,24,25
SVN,13,13,12,13
ESP,21,21,21,21
SWE,8,8,8,8
CHE,14,14,16,15
GBR,4,4,1,5
